m,n,k,softmax_ms_basic,softmax_ms_advanced,softmax_ms_numpy,softmax_speedup_basic_over_adv,softmax_diff_basic,softmax_diff_advanced,gemm_ms_basic,gemm_ms_advanced,gemm_ms_cublas,gemm_ms_numpy,gemm_speedup_basic_over_cublas,gemm_speedup_advanced_over_cublas,gemm_diff_basic,gemm_diff_advanced,gemm_diff_cublas,gemm_gflops_basic,gemm_gflops_advanced,gemm_gflops_cublas
256.0,256.0,256.0,0.19999158879121146,0.09832655390103658,0.21108550330003104,2.03395299496104,3.725290298461914e-08,7.450580596923828e-09,0.17114852865537009,0.1636768380800883,0.12112284700075786,0.11483269433180492,1.4130160650393169,1.351329184650557,0.0,0.0,4.9591064453125e-05,196.0544578654616,205.00415571066668,277.02809858647106
512.0,512.0,512.0,0.6535307814677557,0.47740526497364044,0.6674875815709432,1.3689224426627131,3.3527612686157227e-08,1.4901161193847656e-08,0.9352701405684153,0.9386992702881495,0.3498525669177373,1.9323540230592091,2.673326506671967,2.6831281489750247,0.0001068115234375,0.0001068115234375,5.7220458984375e-05,287.0138202389921,285.96534001523116,767.2816534260807
1024.0,1024.0,1024.0,1.8320841093858082,14.606503148873648,2.8396273652712503,0.12542934408822456,2.9802322387695312e-08,7.450580596923828e-09,3.1568054109811783,3.1291687240203223,1.1562289049228032,1.7516712347666423,2.7302598971022487,2.706357461483152,0.000213623046875,0.000213623046875,0.0001220703125,680.2711502361916,686.2792765105156,1857.317040645493
